Date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus
6-Feb,1.3481 ,2.1587 ,1.1489 ,8.0512 ,6.2514 ,7.7593 ,44.2300 ,117.8600 ,969.8400 ,3.7276 ,10.4840 ,1.4848 ,6.7526 ,1.6286 ,6.1153 ,102.1940 ,7.8226 ,1.3052 ,32.3190 ,39.3430 ,0.5721 ,2.1400 ,0.8375 
6-Mar,1.3763 ,2.1528 ,1.1573 ,8.0350 ,6.2025 ,7.7591 ,44.3400 ,117.2800 ,974.7100 ,3.7040 ,10.7490 ,1.5768 ,6.6317 ,1.6211 ,6.2436 ,102.6480 ,7.8109 ,1.3050 ,32.4590 ,38.9470 ,0.5733 ,2.1400 ,0.8314 
6-Apr,1.3570 ,2.1281 ,1.1441 ,8.0143 ,6.0798 ,7.7561 ,44.8200 ,117.0700 ,952.6000 ,3.6626 ,11.0490 ,1.6077 ,6.3922 ,1.6008 ,6.0811 ,102.6350 ,7.6005 ,1.2830 ,32.2880 ,37.9520 ,0.5656 ,2.1400 ,0.8148 
6-May,1.3091 ,2.1697 ,1.1100 ,8.0131 ,5.8398 ,7.7538 ,45.2000 ,111.7300 ,940.8200 ,3.6091 ,11.0910 ,1.5845 ,6.1040 ,1.5755 ,6.3128 ,102.8380 ,7.3050 ,1.2190 ,31.7370 ,37.9470 ,0.5351 ,2.1400 ,0.7833 
6-Jun,1.3515 ,2.2493 ,1.1137 ,8.0042 ,5.8897 ,7.7636 ,45.8900 ,114.6300 ,954.4500 ,3.6638 ,11.3930 ,1.6155 ,6.2070 ,1.5912 ,6.9738 ,103.5250 ,7.2949 ,1.2321 ,32.4400 ,38.3490 ,0.5424 ,2.1400 ,0.7898 
6-Jul,1.3284 ,2.1883 ,1.1294 ,7.9897 ,5.8826 ,7.7734 ,46.3700 ,115.7700 ,950.8100 ,3.6679 ,10.9830 ,1.6186 ,6.2617 ,1.5837 ,7.0688 ,103.9570 ,7.2654 ,1.2376 ,32.6170 ,37.9690 ,0.5422 ,2.1400 ,0.7886 
6-Aug,1.3104 ,2.1553 ,1.1182 ,7.9722 ,5.8236 ,7.7762 ,46.4500 ,115.9200 ,960.9500 ,3.6730 ,10.8740 ,1.5753 ,6.2423 ,1.5754 ,6.9503 ,103.6690 ,7.1890 ,1.2318 ,32.7610 ,37.5870 ,0.5280 ,2.1400 ,0.7806 
6-Sep,1.3247 ,2.1679 ,1.1161 ,7.9334 ,5.8633 ,7.7825 ,46.0100 ,117.2100 ,952.2900 ,3.6699 ,10.9890 ,1.5265 ,6.5008 ,1.5803 ,7.4465 ,102.5950 ,7.2844 ,1.2455 ,32.9040 ,37.4270 ,0.5308 ,2.1400 ,0.7860 
6-Oct,1.3256 ,2.1458 ,1.1285 ,7.9018 ,5.9085 ,7.7849 ,45.3600 ,118.6100 ,952.6400 ,3.6762 ,10.8850 ,1.5103 ,6.6591 ,1.5775 ,7.6300 ,105.7180 ,7.3338 ,1.2602 ,33.1940 ,37.2810 ,0.5329 ,2.1400 ,0.7926 
6-Nov,1.2940 ,2.1555 ,1.1359 ,7.8622 ,5.7858 ,7.7816 ,44.7300 ,117.3200 ,935.4100 ,3.6413 ,10.9130 ,1.4941 ,6.3991 ,1.5558 ,7.2455 ,107.7200 ,7.0612 ,1.2356 ,32.8080 ,36.5010 ,0.5229 ,2.1400 ,0.7759 
6-Dec,1.2726 ,2.1476 ,1.1532 ,7.8219 ,5.6452 ,7.7733 ,44.4800 ,117.3200 ,924.9800 ,3.5477 ,10.8550 ,1.4424 ,6.1826 ,1.5401 ,7.0345 ,107.7910 ,6.8398 ,1.2099 ,32.5120 ,35.6940 ,0.5095 ,2.1400 ,0.7573 
7-Jan,1.2778 ,2.1376 ,1.1763 ,7.7876 ,5.7364 ,7.8000 ,44.2100 ,120.4500 ,936.7600 ,3.5065 ,10.9560 ,1.4395 ,6.3656 ,1.5373 ,7.1898 ,108.5220 ,6.9901 ,1.2431 ,32.7700 ,35.1890 ,0.5105 ,2.1400 ,0.7696 
7-Feb,1.2771 ,2.0939 ,1.1710 ,7.7502 ,5.6981 ,7.8114 ,44.0200 ,120.5000 ,936.9000 ,3.4949 ,10.9950 ,1.4422 ,6.1860 ,1.5333 ,7.1755 ,108.6840 ,7.0200 ,1.2393 ,32.9680 ,33.8880 ,0.5105 ,2.1400 ,0.7645 
7-Mar,1.2607 ,2.0883 ,1.1682 ,7.7369 ,5.6232 ,7.8132 ,43.7900 ,117.2600 ,942.8800 ,3.4894 ,11.1140 ,1.4296 ,6.1401 ,1.5242 ,7.3525 ,109.2940 ,7.0171 ,1.2178 ,33.0100 ,32.6420 ,0.5135 ,2.1400 ,0.7549 
7-Apr,1.2088 ,2.0302 ,1.1350 ,7.7247 ,5.5155 ,7.8154 ,42.0200 ,118.9300 ,930.6900 ,3.4364 ,10.9800 ,1.3615 ,6.0098 ,1.5150 ,7.1026 ,109.3600 ,6.8371 ,1.2124 ,33.1450 ,32.4210 ,0.5030 ,2.1400 ,0.7400 
7-May,1.2115 ,1.9836 ,1.0951 ,7.6773 ,5.5120 ,7.8187 ,40.5700 ,120.7700 ,927.5600 ,3.4002 ,10.8220 ,1.3635 ,6.0220 ,1.5231 ,7.0148 ,110.8000 ,6.8094 ,1.2211 ,33.2780 ,32.8180 ,0.5040 ,2.1400 ,0.7398 
7-Jun,1.1872 ,1.9323 ,1.0651 ,7.6333 ,5.5463 ,7.8142 ,40.5900 ,122.6900 ,927.8700 ,3.4444 ,10.8330 ,1.3210 ,5.9980 ,1.5367 ,7.1515 ,110.9660 ,6.9485 ,1.2330 ,32.9740 ,32.3180 ,0.5033 ,2.1400 ,0.7451 
7-Jul,1.1525 ,1.8812 ,1.0502 ,7.5757 ,5.4199 ,7.8197 ,40.2700 ,121.4100 ,918.1200 ,3.4397 ,10.8150 ,1.2719 ,5.7807 ,1.5156 ,6.9730 ,111.6720 ,6.6933 ,1.2069 ,32.8100 ,30.3870 ,0.4913 ,2.1400 ,0.7285 
7-Aug,1.2061 ,1.9620 ,1.0579 ,7.5734 ,5.4621 ,7.8155 ,40.6800 ,116.7300 ,934.4800 ,3.4826 ,11.0440 ,1.3776 ,5.8492 ,1.5226 ,7.2153 ,112.1840 ,6.8429 ,1.2027 ,32.9620 ,31.7960 ,0.4973 ,2.1400 ,0.7339 
7-Sep,1.1819 ,1.9023 ,1.0267 ,7.5210 ,5.3563 ,7.7824 ,40.1700 ,115.0400 ,928.6000 ,3.4691 ,11.0320 ,1.3912 ,5.6256 ,1.5110 ,7.1007 ,113.3420 ,6.6713 ,1.1852 ,33.0100 ,32.0570 ,0.4954 ,2.1400 ,0.7189 
7-Oct,1.1116 ,1.7987 ,0.9754 ,7.5019 ,5.2363 ,7.7545 ,39.3700 ,115.8700 ,914.9400 ,3.3735 ,10.8210 ,1.3153 ,5.4023 ,1.4650 ,6.7574 ,112.8580 ,6.4439 ,1.1741 ,32.5470 ,31.5250 ,0.4890 ,2.1400 ,0.7026 
7-Nov,1.1159 ,1.7669 ,0.9672 ,7.4210 ,5.0766 ,7.7774 ,39.3300 ,111.0700 ,918.8100 ,3.3588 ,10.8810 ,1.3104 ,5.4156 ,1.4466 ,6.7049 ,110.4180 ,6.3242 ,1.1233 ,32.3280 ,31.3480 ,0.4831 ,2.1400 ,0.6811 
7-Dec,1.1469 ,1.7852 ,1.0021 ,7.3682 ,5.1235 ,7.7983 ,39.3800 ,112.4500 ,931.1000 ,3.3324 ,10.8460 ,1.3004 ,5.5000 ,1.4487 ,6.8376 ,108.8910 ,6.4764 ,1.1402 ,32.4120 ,30.1580 ,0.4960 ,2.1400 ,0.6869 
8-Jan,1.1334 ,1.7710 ,1.0099 ,7.2405 ,5.0575 ,7.8044 ,39.2700 ,107.8200 ,942.0600 ,3.2653 ,10.9060 ,1.2920 ,5.3993 ,1.4299 ,6.9962 ,108.1560 ,6.3978 ,1.1006 ,32.3590 ,30.3050 ,0.5076 ,2.1400 ,0.6790 
8-Feb,1.0949 ,1.7290 ,0.9986 ,7.1644 ,5.0507 ,7.7963 ,39.6700 ,107.0300 ,944.0100 ,3.2216 ,10.7680 ,1.2549 ,5.3851 ,1.4106 ,7.6578 ,107.8270 ,6.3450 ,1.0890 ,31.6130 ,31.1740 ,0.5090 ,2.1400 ,0.6776 
8-Mar,1.0845 ,1.7090 ,1.0029 ,7.0722 ,4.8043 ,7.7813 ,40.1500 ,100.7600 ,981.7300 ,3.1841 ,10.7330 ,1.2494 ,5.1495 ,1.3843 ,7.9921 ,107.6840 ,6.0613 ,1.0126 ,30.5770 ,31.4040 ,0.4996 ,2.1400 ,0.6443 
8-Apr,1.0742 ,1.6863 ,1.0137 ,6.9997 ,4.7354 ,7.7910 ,39.9700 ,102.6800 ,986.8600 ,3.1604 ,10.5150 ,1.2663 ,5.0541 ,1.3643 ,7.7585 ,107.7790 ,5.9470 ,1.0138 ,30.3560 ,31.5580 ,0.5046 ,2.1400 ,0.6348 
8-May,1.0535 ,1.6585 ,0.9993 ,6.9725 ,4.7963 ,7.7988 ,42.0000 ,104.3600 ,1034.1300 ,3.2127 ,10.4380 ,1.2858 ,5.0571 ,1.3659 ,7.6076 ,107.7710 ,5.9887 ,1.0448 ,30.5890 ,32.0260 ,0.5089 ,2.1400 ,0.6429 
8-Jun,1.0514 ,1.6179 ,1.0166 ,6.8993 ,4.7926 ,7.8073 ,42.7600 ,106.9200 ,1031.4900 ,3.2568 ,10.3270 ,1.3130 ,5.1351 ,1.3679 ,7.9367 ,107.7630 ,6.0249 ,1.0371 ,30.3710 ,33.1750 ,0.5085 ,2.1400 ,0.6426 
8-Jul,1.0395 ,1.5900 ,1.0130 ,6.8355 ,4.7335 ,7.8001 ,42.7000 ,106.8500 ,1015.0500 ,3.2476 ,10.2090 ,1.3252 ,5.1058 ,1.3591 ,7.6114 ,107.6090 ,6.0015 ,1.0283 ,30.4140 ,33.4710 ,0.5028 ,2.1400 ,0.6346 
8-Aug,1.1344 ,1.6127 ,1.0535 ,6.8462 ,4.9894 ,7.8076 ,42.9100 ,109.3600 ,1046.1100 ,3.3300 ,10.1150 ,1.4102 ,5.3331 ,1.4052 ,7.6651 ,107.7180 ,6.2845 ,1.0841 ,31.2210 ,33.8200 ,0.5301 ,2.1400 ,0.6687 
8-Sep,1.2243 ,1.8031 ,1.0582 ,6.8307 ,5.2020 ,7.7854 ,45.5300 ,106.5700 ,1134.8700 ,3.4405 ,10.6630 ,1.4839 ,5.6958 ,1.4297 ,8.0753 ,107.8230 ,6.6816 ,1.1102 ,31.9920 ,34.2380 ,0.5564 ,2.1400 ,0.6973 
8-Oct,1.4556 ,2.1810 ,1.1847 ,6.8358 ,5.6253 ,7.7588 ,48.6200 ,99.9700 ,1329.1900 ,3.5222 ,12.6590 ,1.6455 ,6.4973 ,1.4784 ,9.7800 ,108.1660 ,7.4435 ,1.1429 ,32.7030 ,34.4210 ,0.5930 ,2.1400 ,0.7538 
8-Nov,1.5172 ,2.2704 ,1.2171 ,6.8281 ,5.8448 ,7.7507 ,48.8500 ,96.9700 ,1398.7000 ,3.5843 ,13.1190 ,1.7655 ,6.9290 ,1.5076 ,10.1112 ,109.9590 ,7.9612 ,1.1910 ,33.1030 ,35.0350 ,0.6524 ,2.1400 ,0.7847 
8-Dec,1.4883 ,2.3954 ,1.2337 ,6.8539 ,5.5239 ,7.7504 ,48.5100 ,91.2800 ,1361.5700 ,3.5483 ,13.4170 ,1.7867 ,7.0159 ,1.4769 ,9.9227 ,111.4460 ,8.0124 ,1.1404 ,33.1560 ,35.0090 ,0.6732 ,2.1400 ,0.7401 
9-Jan,1.4806 ,2.3079 ,1.2248 ,6.8360 ,5.6284 ,7.7563 ,48.7000 ,90.1200 ,1354.4000 ,3.5705 ,13.8840 ,1.8149 ,6.9566 ,1.4913 ,9.9076 ,113.7690 ,8.1044 ,1.1267 ,33.3700 ,34.8710 ,0.6915 ,2.1400 ,0.7551 
9-Feb,1.5375 ,2.3230 ,1.2452 ,6.8363 ,5.8226 ,7.7534 ,49.2500 ,92.9200 ,1439.5800 ,3.6345 ,14.6070 ,1.9380 ,6.8710 ,1.5178 ,9.9773 ,114.1030 ,8.5455 ,1.1639 ,34.2390 ,35.3090 ,0.6934 ,2.1400 ,0.7814 
9-Mar,1.5002 ,2.3161 ,1.2645 ,6.8360 ,5.7137 ,7.7530 ,51.1300 ,97.8600 ,1449.6200 ,3.6726 ,14.6470 ,1.8741 ,6.7855 ,1.5296 ,9.9536 ,114.2840 ,8.5727 ,1.1555 ,34.3040 ,35.7370 ,0.7057 ,2.1400 ,0.7663 
9-Apr,1.3970 ,2.2027 ,1.2242 ,6.8306 ,5.6437 ,7.7501 ,49.9700 ,98.9200 ,1332.1300 ,3.6053 ,13.4040 ,1.7455 ,6.6557 ,1.5028 ,8.9644 ,117.3070 ,8.2297 ,1.1481 ,33.6010 ,35.4040 ,0.6797 ,2.1400 ,0.7576 
9-May,1.3075 ,2.0689 ,1.1528 ,6.8235 ,5.4585 ,7.7510 ,48.5100 ,96.6400 ,1254.3500 ,3.5218 ,13.1900 ,1.6628 ,6.4504 ,1.4611 ,8.3741 ,116.6720 ,7.7602 ,1.1076 ,32.8700 ,34.6240 ,0.6486 ,2.1400 ,0.7328 
